,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
2556,2556,churned,41,34,103.3457409,191,137,42,7418.202541,3672.999333,7,7,iPhone
848,848,retained,68,56,111.7787081,2503,68,12,1129.373711,455.6880995,30,19,Android
2248,2248,churned,52,43,75.43615658,1187,5,17,1887.019049,647.8314546,30,19,iPhone
5616,5616,retained,17,13,143.3073403,3141,163,0,3036.031469,1630.755492,26,22,iPhone
8720,8720,retained,115,96,127.1850802,29,129,5,8547.259392,2688.127579,18,12,iPhone
372,372,churned,131,105,353.4689061,789,0,43,1037.230116,321.2627719,15,12,iPhone
13288,13288,churned,33,33,316.2725954,1514,8,1,6459.599591,3112.034625,1,1,iPhone
5317,5317,retained,11,11,13.20846654,3231,0,0,8562.831829,5024.420367,29,23,iPhone
10623,10623,churned,121,98,437.0861054,162,793,0,3297.753671,2458.616038,18,17,Android
5487,5487,retained,290,235,348.7405788,2968,242,0,2147.13691,1350.279446,24,23,Android
5303,5303,,2,2,185.575042,1886,93,210,5665.334741,3158.949195,11,8,iPhone
4052,4052,churned,28,23,151.5929882,1129,95,0,2022.197168,961.6722921,8,3,iPhone
3937,3937,retained,66,53,121.0446794,2620,0,103,2854.141142,777.0467176,11,9,Android
6252,6252,retained,207,171,227.0369808,1818,0,0,1910.835731,1258.169219,28,19,iPhone
14839,14839,retained,378,303,385.2152416,505,14,0,2573.125383,783.5807617,24,16,iPhone
8097,8097,retained,30,24,137.2653092,3071,21,0,2230.19344,1696.041092,3,0,iPhone
12226,12226,churned,18,14,232.1813788,3107,183,9,5660.43503,3262.683284,6,5,iPhone
10723,10723,retained,7,6,124.5485282,2779,17,0,2801.301528,372.5655362,30,27,iPhone
4076,4076,retained,27,27,210.8159778,3054,67,31,9309.950605,7193.817473,19,18,iPhone
997,997,churned,10,10,92.40179905,3302,486,0,4055.016712,3000.114627,1,1,iPhone
4332,4332,retained,113,101,398.6565826,1251,0,0,8015.408745,741.2140055,29,21,Android
9971,9971,retained,30,25,32.43450437,284,61,0,3514.53713,504.8632007,27,23,iPhone
1176,1176,retained,71,60,182.9671008,3061,757,8,3107.233304,2025.253139,30,22,iPhone
14530,14530,retained,190,163,430.1505952,2730,55,0,2219.972659,1280.357941,5,5,iPhone
551,551,retained,57,57,115.1808829,3118,0,124,2389.564679,1692.567781,7,7,iPhone
4840,4840,retained,101,81,141.9779795,2256,22,34,2502.124758,1437.972649,19,11,Android
14484,14484,retained,13,12,73.02084941,257,214,6,7453.112966,1340.307814,19,15,Android
4372,4372,retained,84,67,301.7464135,2400,0,0,2385.205578,1670.462449,31,25,Android
3497,3497,retained,57,46,181.4039133,1039,19,90,1254.996046,180.4537076,30,24,Android
10162,10162,churned,135,108,327.5017362,317,0,51,7912.053221,2995.330104,8,2,Android
7711,7711,retained,44,43,101.5531988,3496,163,56,4025.90545,2312.126448,7,7,Android
7484,7484,retained,42,34,70.06031467,3239,200,0,2867.95121,1597.68822,7,3,Android
1407,1407,retained,17,16,46.12829836,2792,16,0,2191.600165,1811.123761,3,3,iPhone
12657,12657,retained,155,126,296.3751673,1011,59,1,1539.051319,398.1857197,6,3,iPhone
12603,12603,churned,81,70,294.3158184,367,85,110,5152.412818,1761.649929,0,0,iPhone
5176,5176,retained,29,24,244.9667774,2906,112,134,8701.476149,7081.805624,8,6,iPhone
5829,5829,retained,54,43,95.47740018,1125,196,0,2843.003367,1338.651697,28,26,iPhone
6062,6062,retained,189,151,300.6929525,2630,0,2,5538.733937,2646.825053,24,23,iPhone
13333,13333,churned,63,51,194.8979435,2910,221,23,1594.986748,1288.583993,5,5,Android
9960,9960,retained,87,70,123.101348,792,11,132,849.2519934,602.7924089,12,7,Android
6775,6775,retained,308,308,358.3300768,1256,369,83,6622.132717,2590.605066,30,23,iPhone
3588,3588,retained,92,92,302.2018812,3308,18,0,3210.896809,2187.582423,31,20,Android
11463,11463,retained,48,39,166.9894135,1989,47,0,3368.162097,2001.553951,30,23,Android
11334,11334,retained,29,29,59.47186814,635,0,0,4071.912793,2283.23024,22,14,Android
693,693,retained,18,18,442.2437366,2535,99,0,4141.890064,2476.327128,21,17,Android
2533,2533,retained,126,107,181.4799266,257,80,6,1788.708219,1069.334337,6,5,Android
5011,5011,retained,40,33,123.7545159,3002,174,0,841.5399825,602.7004423,30,19,iPhone
3443,3443,retained,13,13,224.1824258,1777,125,0,3594.267521,1147.3885,28,23,iPhone
982,982,retained,42,34,48.76906637,1585,0,0,3596.804242,2667.531743,22,19,iPhone
12265,12265,retained,77,62,96.16954371,267,117,56,1282.435213,396.5620775,24,24,iPhone
5943,5943,churned,22,22,39.72974147,516,0,117,2053.334518,1700.167464,8,7,iPhone
14130,14130,retained,56,47,84.31432023,1887,7,0,1715.201694,939.5837026,11,7,Android
4222,4222,retained,7,7,25.91390088,1766,0,0,6892.698596,2657.628586,5,1,iPhone
91,91,retained,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone
5652,5652,retained,57,45,226.5036663,2284,252,0,2794.648079,1880.091362,19,19,iPhone
2266,2266,retained,29,23,76.4184595,385,222,37,2634.951393,1297.617244,12,11,Android
10722,10722,retained,6,6,42.01444969,2203,172,0,5358.968356,412.9164591,2,2,iPhone
8028,8028,retained,208,171,288.1594103,1953,44,20,14657.24357,1294.568714,22,20,iPhone
9511,9511,retained,24,24,109.5489456,3404,0,0,3760.059061,1767.932128,7,2,Android
9572,9572,retained,31,26,54.3825214,3286,1,0,9987.187119,5627.58407,25,20,Android
261,261,retained,68,55,89.89817396,558,0,44,4157.857045,3232.403234,13,12,iPhone
13921,13921,retained,32,28,113.6270501,2117,0,16,4252.582141,2586.247225,17,9,iPhone
3337,3337,churned,30,24,519.3763666,396,89,0,3924.217823,2379.860979,4,1,Android
5497,5497,retained,84,69,184.5984984,1375,56,0,6234.776236,909.3428972,11,10,iPhone
9858,9858,retained,30,30,113.2891674,2314,175,34,4508.050417,2928.889939,20,14,iPhone
4016,4016,retained,0,0,1.200659743,3136,0,0,2476.31968,1481.796869,21,14,Android
3626,3626,retained,34,27,80.87704143,1052,134,3,5227.295389,1151.203552,3,3,iPhone
9285,9285,retained,53,45,305.0940859,2536,0,0,2235.969143,922.8002918,27,21,Android
445,445,retained,104,83,103.6158497,71,54,126,1916.893932,1074.151727,9,5,iPhone
6752,6752,retained,51,41,213.7928816,1116,0,87,2452.617703,1035.543998,25,24,iPhone
5111,5111,retained,61,60,138.0312262,1579,0,5,6746.704416,3220.09332,13,7,Android
5965,5965,churned,326,261,364.1657953,2258,106,0,5712.650891,2382.942615,10,5,iPhone
3555,3555,retained,122,101,157.3022289,2027,547,0,9161.26684,1473.028274,15,15,Android
2194,2194,retained,20,16,214.5674138,2036,0,0,8901.016395,1579.746007,19,12,iPhone
8099,8099,retained,139,123,258.5996701,1589,240,0,6866.707501,3625.866958,12,12,Android
7338,7338,churned,80,65,123.8550336,2514,238,88,7598.04623,1238.382113,1,1,Android
12815,12815,churned,17,14,48.27130606,2351,0,0,5506.398128,4005.635272,10,10,iPhone
3367,3367,retained,33,31,98.59025885,1085,56,68,3410.282339,1184.044547,29,28,iPhone
11897,11897,retained,110,93,210.6643171,3359,20,14,3220.248356,1328.73234,22,20,iPhone
2867,2867,retained,82,66,316.4418868,56,0,0,5952.329148,924.2651719,5,0,Android
2526,2526,churned,15,14,42.26239329,2753,24,55,2426.001098,1601.667877,6,2,iPhone
9955,9955,retained,92,77,100.0511973,839,42,38,5176.714672,3394.779816,20,14,iPhone
12964,12964,retained,14,14,154.142438,678,140,102,4497.791049,1733.312495,9,5,Android
8290,8290,retained,4,4,124.0563503,2202,173,0,2073.517028,492.4771577,28,27,iPhone
13038,13038,retained,28,28,122.4858967,1402,215,5,4465.718387,2596.271559,2,0,iPhone
1168,1168,retained,30,25,81.02275905,553,0,47,3234.359298,257.8941818,3,1,iPhone
4144,4144,retained,49,40,163.1200521,3227,230,2,5253.365527,1946.541826,1,0,iPhone
5149,5149,retained,41,35,168.3307562,1147,0,180,2495.680406,728.2276114,21,20,iPhone
84,84,retained,18,18,446.7149825,1115,228,0,4798.273478,3831.848313,31,25,iPhone
3149,3149,retained,4,4,179.0895662,2928,1,0,929.3997806,218.9900735,7,1,iPhone
12627,12627,retained,128,103,367.2345876,2791,330,28,5238.101555,3543.481538,13,8,Android
880,880,retained,73,64,124.122618,1988,420,3,2408.737714,975.1180582,12,10,iPhone
6747,6747,retained,41,41,124.6320737,2202,0,133,1658.527651,771.8635507,3,3,iPhone
9282,9282,,81,65,109.4180828,3321,0,9,6894.14719,850.1138835,28,23,iPhone
6535,6535,churned,23,21,125.7731035,380,497,68,1488.859231,522.114702,27,24,Android
14332,14332,retained,22,17,741.6028569,1644,130,0,4011.237599,1940.823866,30,28,iPhone
9055,9055,churned,76,70,158.378512,1218,30,0,4780.987761,2201.252531,25,15,Android
1467,1467,retained,42,35,214.1488932,3305,0,4,14730.95378,5140.745723,16,12,Android
11876,11876,retained,2,2,104.857128,2127,0,49,2758.005903,1770.071396,12,9,iPhone
5641,5641,retained,241,193,261.4582086,1041,302,0,3035.75693,2445.262771,16,16,iPhone
6537,6537,churned,80,70,235.9746781,1066,14,0,6615.727052,4306.775191,23,23,iPhone
9417,9417,churned,34,28,56.20563433,460,744,18,1659.285524,645.8237649,22,22,iPhone
452,452,retained,16,13,81.82504951,153,77,0,5962.433566,2010.243236,11,9,iPhone
4326,4326,retained,72,71,198.622852,1661,0,56,6240.309909,2233.000232,24,20,iPhone
4044,4044,retained,18,18,23.56708571,2304,385,0,1652.349046,917.0292185,5,5,iPhone
11574,11574,retained,17,15,76.26599494,1035,282,5,1785.318032,1332.714739,13,11,Android
4137,4137,retained,25,21,76.49633058,151,118,0,6709.764212,907.8244969,7,2,Android
3039,3039,churned,62,51,196.5185004,2421,70,0,2331.848522,1453.358817,3,0,iPhone
9728,9728,retained,242,195,377.9910505,428,8,5,2124.867427,1023.755524,6,6,iPhone
13273,13273,retained,280,280,417.8329343,298,0,3,2911.488999,249.7195071,2,2,iPhone
8412,8412,churned,103,83,190.9022,2507,310,126,7064.994455,5550.198302,1,0,iPhone
5825,5825,retained,32,26,237.7105894,3049,0,0,2599.444546,1107.339539,4,1,iPhone
7793,7793,retained,123,99,156.5035753,1972,4,0,5152.467652,4252.029357,8,8,iPhone
579,579,retained,42,34,146.5283478,3020,26,1,4549.355183,2431.8902,3,3,Android
5236,5236,retained,55,52,200.8474251,1604,0,0,2240.381194,1413.563055,26,22,Android
6571,6571,churned,10,10,32.72734571,955,347,21,3642.995478,440.1225793,18,12,iPhone
14536,14536,retained,85,70,216.7102782,61,199,14,2724.780501,1537.64216,21,20,iPhone
7174,7174,retained,50,43,74.45239811,2409,62,6,3351.153929,90.6272462,8,3,iPhone
7467,7467,,202,165,261.2851916,1302,184,124,4665.654551,1972.689465,22,16,Android
14126,14126,retained,44,35,228.1731962,1003,0,87,737.1882446,559.8986823,17,13,Android
8972,8972,retained,165,135,355.5451944,2662,0,0,7008.877999,1938.985931,25,25,Android
11025,11025,churned,298,240,300.6398741,658,8,3,8429.944864,2505.154679,2,0,Android
5587,5587,,27,22,127.6416292,2111,0,0,5682.136355,2194.084752,1,0,Android
11776,11776,retained,21,18,39.96665987,3088,285,34,2466.614126,1686.112221,21,15,iPhone
2467,2467,retained,51,41,153.1125058,2597,112,0,3672.061169,1510.01486,31,26,iPhone
4157,4157,churned,13,11,34.33903367,2383,108,0,9062.044588,1827.022632,1,1,iPhone
6349,6349,churned,71,58,124.7571245,923,211,48,4247.06048,899.051915,2,2,iPhone
9459,9459,churned,108,87,125.5231308,1176,211,31,7510.241134,2406.513915,11,11,iPhone
413,413,retained,57,50,67.02624304,2356,59,3,7112.661456,3235.580381,15,11,Android
402,402,retained,159,127,174.8405578,1526,0,0,3298.665738,2559.759488,28,19,Android
4428,4428,retained,79,64,236.1961541,676,245,0,3545.667039,1811.174919,18,10,iPhone
2084,2084,retained,62,50,374.0272897,2083,0,14,4722.802158,1219.906459,6,1,Android
3057,3057,churned,522,435,659.0947367,355,0,120,5562.202041,2167.486429,4,2,iPhone
13135,13135,retained,20,16,105.5184958,682,85,30,2768.450162,2156.138013,28,26,iPhone
13570,13570,retained,52,43,77.61215691,1804,27,22,3811.229683,2433.945147,2,2,Android
7060,7060,retained,57,45,137.2203999,3166,0,33,3756.750489,2790.135489,8,8,Android
164,164,retained,43,43,171.9048024,1307,50,9,2683.155744,877.2887424,29,23,iPhone
11746,11746,churned,259,212,306.7995529,2413,4,30,2995.426006,596.0411353,18,16,iPhone
10043,10043,retained,60,48,251.4336792,2350,5,49,3377.507355,2516.861283,14,10,iPhone
13390,13390,retained,82,66,146.4263629,1450,35,77,2673.862807,304.2833317,26,18,Android
4302,4302,retained,65,52,193.1588746,2734,16,0,6746.220392,2922.821492,26,16,iPhone
10635,10635,retained,155,124,289.8157854,1090,32,0,1513.428655,994.4104737,0,0,iPhone
11178,11178,retained,4,4,78.87318551,2502,0,107,6977.645961,3067.789328,5,3,Android
3317,3317,retained,55,46,59.86194596,2547,110,0,3801.610091,2098.688431,16,14,Android
12005,12005,retained,31,25,41.30900931,3293,254,30,3263.121392,2361.303736,16,14,iPhone
8840,8840,retained,103,83,136.5191505,2245,34,0,1635.809387,557.9069456,30,23,iPhone
3934,3934,retained,18,18,165.1212873,1040,0,60,8917.619098,6894.358319,26,24,iPhone
6851,6851,retained,75,69,185.1656368,3035,141,0,6214.775597,3209.884609,12,12,iPhone
1847,1847,churned,21,17,151.4047446,1604,112,54,3028.179869,2464.126286,1,0,iPhone
11810,11810,retained,25,25,127.4456356,674,80,16,10138.92293,7352.044729,30,25,iPhone
1334,1334,churned,40,33,157.5866857,1102,23,9,3156.725949,2245.29448,5,2,iPhone
11497,11497,churned,170,137,208.323347,2873,0,16,3640.462046,2250.960471,7,7,Android
13227,13227,retained,7,6,118.0028,1496,26,0,5100.790997,3390.692853,15,15,iPhone
10295,10295,retained,57,48,106.1787316,2014,0,46,2953.851133,1038.986038,21,21,Android
9415,9415,churned,95,77,166.8089231,331,56,32,10773.53034,6297.508501,30,24,Android
753,753,,18,14,347.1359835,1728,171,0,2323.325762,1028.004191,16,16,iPhone
3064,3064,retained,11,10,197.3339014,50,357,4,964.5835073,713.8876201,29,25,iPhone
13580,13580,retained,80,80,169.326736,2890,396,0,1194.700189,927.636298,12,6,Android
6997,6997,retained,31,31,229.9195491,2048,35,1,395.9339629,207.5153088,10,6,iPhone
7536,7536,retained,69,57,295.9413817,2232,0,74,2873.48885,1283.444709,8,8,Android
9249,9249,retained,35,28,297.7747918,1347,35,0,2206.558074,1369.660521,18,9,Android
706,706,churned,70,58,149.2410072,186,457,0,2258.104757,632.3301423,14,14,iPhone
3491,3491,retained,77,63,719.2270884,1712,148,85,1149.077795,533.9710402,23,21,iPhone
9574,9574,retained,244,199,311.7342536,1485,39,15,2826.253453,2297.148761,27,20,iPhone
13562,13562,churned,19,19,59.37016171,1572,0,0,7608.780262,5990.424291,15,11,Android
4573,4573,retained,43,43,116.8960559,2963,0,12,1257.930458,1040.47877,31,26,iPhone
13779,13779,retained,43,42,118.4538275,1769,917,25,3406.777055,2019.469326,15,15,iPhone
7054,7054,retained,133,108,270.0750379,1435,447,0,4945.684532,1484.348106,10,8,iPhone
5580,5580,churned,102,82,125.3504658,2921,246,55,2094.211223,1666.085347,13,12,iPhone
7572,7572,retained,39,31,218.2036924,1112,400,35,5657.760911,4193.137638,29,26,iPhone
6840,6840,retained,117,94,249.7843417,908,239,4,2006.107104,932.289991,10,5,iPhone
3151,3151,retained,13,12,218.3353239,193,270,63,2636.378433,1627.72056,1,1,Android
14580,14580,retained,27,22,44.65468309,1487,214,73,4010.545919,2927.476149,17,13,iPhone
6523,6523,retained,15,15,59.37777944,3464,1,0,5508.655137,1847.587181,29,26,iPhone
14038,14038,churned,84,69,390.2001181,1231,62,0,2082.443342,633.4243094,12,12,iPhone
3799,3799,retained,150,120,198.3795359,2019,59,33,2216.430449,1394.707889,2,2,Android
4022,4022,retained,83,71,121.7094666,2014,22,0,8001.515401,3480.443477,19,13,iPhone
8870,8870,retained,21,18,157.8044252,2107,0,0,1303.387494,480.23084,23,22,iPhone
1074,1074,retained,29,27,111.5846499,1554,5,1,3916.020404,1893.410472,23,20,iPhone
14179,14179,retained,61,49,65.8294999,589,86,73,998.5683553,284.8814997,20,20,iPhone
12189,12189,retained,24,20,103.9468576,882,98,0,2341.441263,321.0469703,1,0,iPhone
3438,3438,,40,32,48.19575876,3215,1,27,2607.972224,1824.301913,10,5,Android
13086,13086,retained,54,43,286.1209598,2687,119,61,1241.400772,82.51616427,5,0,iPhone
13415,13415,retained,205,205,419.1077471,425,121,95,2957.675255,1451.900442,8,8,iPhone
10000,10000,retained,68,56,130.241967,441,0,9,5843.146358,2191.558362,9,8,iPhone
2429,2429,retained,37,37,170.4660675,35,173,1,5702.48947,1329.763124,11,4,iPhone
246,246,retained,16,16,50.39101573,1987,157,0,1139.850735,374.755023,18,13,iPhone
3815,3815,retained,65,53,190.9159944,2843,86,21,1364.988493,760.4934579,17,15,iPhone
8382,8382,churned,46,37,53.31096649,876,22,99,5299.783974,2640.724399,2,2,Android
3632,3632,churned,99,95,168.8387785,46,49,46,1785.507803,1484.824713,29,19,iPhone
14050,14050,retained,31,29,74.78237351,1632,261,38,990.3449913,431.3785167,23,17,iPhone
2262,2262,retained,32,25,99.99455446,1703,0,23,903.8221437,606.8716007,11,11,iPhone
2246,2246,retained,68,55,87.40599179,247,0,0,1088.645623,562.3831856,22,19,iPhone
835,835,retained,35,35,114.1866779,559,88,126,1674.778093,171.6589314,4,4,Android
5064,5064,retained,89,71,185.6469111,2391,44,16,1458.694044,630.1414215,27,26,Android
6202,6202,retained,120,97,275.9114916,560,97,1,1060.973518,611.7969871,6,2,iPhone
432,432,retained,74,59,195.9531122,350,25,23,5908.316208,1592.149767,26,24,iPhone
9921,9921,retained,99,80,149.6370225,2105,0,12,6027.708373,1133.191127,8,6,Android
1173,1173,retained,20,20,174.0494677,287,0,2,3125.178605,2581.384038,22,22,Android
8373,8373,churned,34,30,58.75905582,1876,389,117,3855.192728,2638.379099,2,2,iPhone
6437,6437,retained,40,35,48.13236344,1377,0,94,4275.986692,902.6192155,25,19,Android
11697,11697,churned,1,1,91.93455143,520,39,0,2357.031632,448.6058425,13,13,Android
4656,4656,retained,85,68,110.4786598,2679,69,0,4248.127026,2292.121252,4,3,iPhone
8653,8653,retained,162,131,175.3554998,1196,97,0,999.2349557,131.7306108,14,8,iPhone
5289,5289,retained,131,107,187.3764102,1155,277,0,2945.309528,1016.127523,17,10,Android
3757,3757,retained,44,37,55.93089558,1375,27,0,997.3288432,822.8223047,15,14,Android
12248,12248,retained,13,11,107.023659,1378,115,1,1537.69086,1012.423861,29,22,Android
11642,11642,retained,21,17,190.8153477,2948,348,45,2158.010712,1524.981761,24,21,Android
250,250,retained,25,25,26.31739936,2036,0,0,7236.941229,3064.028566,26,24,iPhone
14034,14034,churned,177,152,296.5147477,1989,290,37,6703.277853,820.8436432,6,6,iPhone
14678,14678,retained,45,38,232.4639262,1273,611,66,5761.181935,1169.340367,2,1,iPhone
7334,7334,churned,63,51,117.8802598,3101,281,46,2867.030774,879.9978753,19,13,Android
13513,13513,retained,148,119,329.6510296,2245,0,0,6235.669037,729.1881813,17,14,iPhone
7949,7949,retained,32,31,272.0339652,2945,209,3,3290.723969,2738.153032,31,28,Android
8015,8015,retained,30,24,162.8107487,2122,57,16,4496.873391,1409.619764,26,16,iPhone
13831,13831,retained,299,244,601.449324,1736,252,0,6695.789227,2967.367326,28,19,iPhone
3407,3407,retained,48,38,244.8097717,3372,135,0,3057.051134,2003.302401,11,11,Android
2729,2729,churned,4,4,74.51066604,1348,11,38,4355.623925,2225.618879,19,17,iPhone
14852,14852,retained,142,117,404.0115262,16,0,0,2797.726584,515.4840579,13,10,Android
8947,8947,retained,16,13,102.3231634,424,85,0,6592.279495,4187.006021,9,8,iPhone
433,433,retained,61,49,83.0495288,391,0,0,3283.730216,975.8445571,7,1,iPhone
9904,9904,churned,18,15,95.90324531,59,82,24,5992.217872,1767.478978,12,6,Android
7422,7422,retained,79,64,468.3532849,2208,259,99,4774.035234,3071.782929,24,17,iPhone
7592,7592,retained,61,49,143.6035485,1085,80,158,3845.039874,275.1346576,6,1,iPhone
11325,11325,retained,30,24,60.79368167,812,14,0,1642.24578,924.2536053,20,13,Android
13643,13643,retained,24,20,276.8788308,2213,308,32,2214.278517,371.433035,27,22,iPhone
10540,10540,retained,83,69,186.6408151,3167,0,36,7998.001611,912.2386235,10,5,iPhone
14572,14572,retained,121,101,124.9955697,1618,610,91,1520.073244,1087.462422,20,12,Android
11089,11089,churned,29,26,110.2149159,612,164,0,3176.725868,2340.369799,11,8,iPhone
12347,12347,churned,124,113,224.7285826,1598,198,101,4090.06493,2714.830589,16,16,Android
11917,11917,retained,93,74,113.4867363,2406,271,0,3687.358045,2872.573014,18,11,Android
5629,5629,retained,7,7,60.64600444,2849,0,13,1453.396822,722.5563739,0,0,Android
4002,4002,retained,18,18,37.97239837,1785,151,17,7239.27123,4835.352149,15,13,Android
9210,9210,retained,215,172,442.3483027,132,246,53,3482.147642,2284.289806,31,21,Android
4753,4753,retained,322,257,397.1408185,1331,0,117,5759.533927,3885.497471,11,9,iPhone
1332,1332,retained,47,38,66.88129025,3412,77,0,2095.745803,1328.709815,7,3,Android
9853,9853,churned,12,10,104.1859601,3290,72,0,2106.607154,1602.820281,6,1,Android
8098,8098,retained,247,208,321.8070752,982,254,0,4136.388254,1156.935992,16,11,iPhone
4196,4196,retained,39,36,434.1715864,3009,0,64,5181.580862,1501.471117,6,6,iPhone
1443,1443,retained,53,43,314.1735307,1814,0,0,6067.148808,4016.833178,15,14,iPhone
3681,3681,retained,23,19,316.1938678,3179,81,0,1488.216471,600.2060719,10,10,Android
11879,11879,retained,39,31,64.35630694,3311,323,16,2815.392434,1504.936213,5,5,Android
4310,4310,retained,40,38,68.92480036,212,254,45,2144.277626,1461.669579,28,25,Android
7448,7448,retained,26,22,97.37126762,2111,607,0,1466.853101,926.538424,27,21,Android
4899,4899,retained,41,33,85.5933775,3476,23,20,8597.392782,2091.826758,15,15,iPhone
8271,8271,churned,181,145,520.0975526,16,26,10,13156.05551,2844.737591,16,13,iPhone
3985,3985,retained,55,45,76.5797583,250,0,30,3190.032707,366.7518107,26,20,Android
10676,10676,retained,50,41,271.5346082,1743,205,25,1174.813939,803.7239736,11,6,Android
13869,13869,retained,109,109,232.7653869,3105,0,6,8770.998872,1602.610784,26,24,Android
13258,13258,retained,40,32,99.49404496,565,148,0,2284.132937,1474.199612,22,17,Android
12779,12779,churned,379,304,419.1289788,1859,206,0,3317.935982,2625.416326,6,1,Android
2569,2569,retained,9,8,72.52455881,2556,153,0,3220.919817,2142.359758,4,3,iPhone
10711,10711,retained,32,26,75.41651334,682,244,27,9169.646315,2075.889888,23,19,iPhone
4277,4277,retained,442,356,461.4840013,1410,526,0,1986.774737,1380.756098,21,16,iPhone
3666,3666,retained,48,39,117.2787241,697,190,0,3118.429791,1557.776856,11,4,iPhone
9231,9231,retained,171,138,232.3471773,2416,16,38,3852.636298,3095.402949,13,13,iPhone
14856,14856,retained,31,27,136.3439578,1771,4,0,3221.389287,2121.499575,27,19,Android
2446,2446,retained,124,104,202.9134655,2386,0,2,2900.56987,1851.612638,10,10,Android
6821,6821,retained,293,236,406.5370377,2182,0,0,3170.338531,2120.335872,23,21,Android
11711,11711,retained,240,193,517.6398745,2132,81,12,2044.363429,1391.573497,29,18,iPhone
6520,6520,retained,221,190,236.209444,322,0,86,9437.546504,1560.76247,21,14,Android
5802,5802,churned,50,40,128.4406835,788,0,7,3244.463174,1451.15235,14,9,iPhone
3657,3657,retained,100,80,325.4690147,1385,385,0,3543.035493,1385.091618,21,20,Android
11484,11484,retained,116,94,123.2046481,763,61,6,4119.534612,2409.865695,19,19,iPhone
12087,12087,retained,25,25,44.39200193,2410,0,0,3003.658759,1101.304737,25,17,Android
3172,3172,retained,22,18,39.8926036,1920,69,0,5906.984868,2542.690071,10,9,Android
1223,1223,churned,74,60,85.00863483,1501,277,12,2317.042407,314.2841927,11,7,Android
7272,7272,churned,4,4,108.24638,979,0,0,2316.98593,1552.636778,3,0,Android
3639,3639,retained,132,114,237.9762852,1569,60,76,5963.015429,3524.121186,6,4,Android
4166,4166,retained,34,29,155.5909556,635,185,0,2482.67093,605.4258023,23,23,Android
544,544,retained,166,138,166.8828293,3214,0,43,4842.682889,1967.5172,11,11,Android
1204,1204,retained,129,103,153.3347864,1505,3,0,3736.473815,1120.92847,22,13,Android
12413,12413,churned,76,61,289.7932826,2745,67,11,4106.048337,816.5932348,3,3,Android
14654,14654,retained,17,13,211.3793183,694,143,0,6070.883321,1779.776229,29,25,iPhone
13666,13666,retained,213,170,218.5866679,2746,137,0,2178.674379,1303.379861,6,6,Android
7242,7242,retained,52,52,255.9699544,2033,118,0,4494.021369,1303.292802,8,6,iPhone
2637,2637,,42,42,279.841849,3433,278,28,1549.67326,1052.727575,26,24,iPhone
14524,14524,retained,46,38,82.79227622,3086,145,0,3928.082786,2061.590724,16,12,iPhone
8209,8209,retained,225,180,290.5370795,831,10,0,5821.608397,3503.130154,2,1,Android
14543,14543,retained,19,15,28.87422782,207,91,0,527.8214568,186.9321361,22,19,iPhone
12243,12243,churned,30,25,169.8407332,3383,15,56,1818.225169,1164.281865,5,2,iPhone
6758,6758,retained,13,11,60.2048463,1344,577,27,3238.613991,2679.272004,4,4,iPhone
13079,13079,retained,18,15,32.44824569,661,68,34,4589.343633,1538.734505,16,9,iPhone
11158,11158,churned,92,74,101.5343869,2456,226,19,5946.345364,4068.777614,1,1,iPhone
877,877,retained,536,430,598.6907148,2986,445,13,2174.646627,32.22927341,16,12,iPhone
12148,12148,churned,69,56,183.5969605,389,94,78,3478.910904,2395.759818,7,7,iPhone
196,196,retained,20,17,64.41973416,149,33,0,8844.035207,4499.867035,20,17,iPhone
14618,14618,retained,1,1,24.93456545,1442,0,0,2046.227295,678.8294027,7,2,iPhone
3383,3383,churned,34,27,273.6645705,1339,311,48,3954.795579,1814.466301,4,4,iPhone
4379,4379,retained,26,21,147.6316813,271,92,0,2265.254796,1760.744804,29,27,iPhone
10325,10325,retained,145,145,194.3363373,2790,456,4,2780.135875,577.2084037,23,16,iPhone
11770,11770,churned,13,13,72.86635807,1370,0,0,4225.054738,1381.408538,0,0,iPhone
2997,2997,retained,85,70,174.0128336,1280,0,69,8937.763692,5936.653536,5,1,iPhone
3908,3908,retained,157,126,347.9119998,3159,0,11,2740.874704,1001.928735,2,2,iPhone
2571,2571,retained,25,24,117.7732136,2892,348,111,6275.63744,1017.776815,19,17,Android
1755,1755,churned,85,68,249.4511916,92,0,20,4569.46872,184.1387436,16,15,iPhone
6496,6496,retained,7,6,245.61255,3292,89,205,4844.976043,1427.450993,27,24,iPhone
13734,13734,retained,41,33,148.1773837,3396,378,2,437.5079604,319.0411717,23,19,Android
14063,14063,churned,23,23,28.53672757,1650,41,30,5010.821053,1444.187284,11,8,iPhone
14365,14365,retained,16,14,148.0783703,2379,13,36,4790.79638,2773.211378,3,0,iPhone
5721,5721,churned,23,18,235.8849959,1789,79,63,2864.089923,683.3070023,19,16,iPhone
6443,6443,retained,166,134,168.8597615,3436,0,32,5886.083714,2967.72225,23,19,iPhone
14143,14143,retained,37,32,105.9161129,2583,0,18,5940.786255,4119.453734,5,5,iPhone
4969,4969,retained,98,79,178.6229566,2775,70,60,5920.856938,4916.047772,29,19,iPhone
